complaint_code,smonth
KS25120100003392,202512
KS25120100003400,202512
KS25120100003403,202512
KS25120100003409,202512
KS25120100003489,202512
KS25120100003854,202512
KS25120100005043,202512
KS25120100000603,202512
KS25120100000836,202512
KS25120100001450,202512
KS25120100001513,202512
KS25120100001546,202512
KS25120100001626,202512
KS25120100001823,202512
KS25120100002064,202512
KS25120100002125,202512
KS25120100002579,202512
KS25120100002877,202512
KS25120100002972,202512
KS25120100003178,202512
KS25120100000361,202512
KS25120100000364,202512
KS25120100000468,202512
KS25120100000536,202512
KS25120100000537,202512
KS25120100000596,202512
KS25120100000727,202512
KS25120100000891,202512
KS25120100000892,202512
KS25120100001039,202512
KS25120100001369,202512
KS25120100001370,202512
KS25120100001426,202512
KS25120100001480,202512
KS25120100001931,202512
KS25120100001932,202512
KS25120100001933,202512
KS25120100000020,202512
KS25120100000021,202512
KS25120100000024,202512
KS25120100000025,202512
KS25120100000027,202512
KS25120100000028,202512
KS25120100000029,202512
KS25120100000030,202512
KS25120100000031,202512
KS25120100000034,202512
KS25120100001003,202512
KS25120100001020,202512
KS25120100001021,202512
KS25120100001763,202512
KS25120100001781,202512
KS25120100002158,202512
KS25120100002244,202512
KS25120100002458,202512
KS25120100002934,202512
KS25120100003450,202512
KS25120100005078,202512
KS25120100005083,202512
KS25120100000022,202512
KS25120100000023,202512
KS25120100000032,202512
KS25120100000813,202512
KS25120100001012,202512
KS25120100001015,202512
KS25120100001017,202512
KS25120100001018,202512
KS25120100001023,202512
KS25120100001026,202512
KS25120100002126,202512
KS25120100002382,202512
KS25120100002384,202512
KS25120100002400,202512
KS25120100002412,202512
KS25120100003265,202512
KS25120100003328,202512
KS25120100003903,202512
KS25120100003933,202512
KS25120100004045,202512
KS25120100004104,202512
KS25120100004105,202512
KS25120100004106,202512
KS25120100004109,202512
KS25120100005076,202512
KS25120100005077,202512
KS25120100003423,202512
KS25120100001866,202512
KS25120100001867,202512
KS25120100001868,202512
KS25120100001980,202512
KS25120100000476,202512
KS25120100000538,202512
KS25120100000539,202512
KS25120100000540,202512
KS25120100000600,202512
KS25120100000602,202512
KS25120100000988,202512
KS25120100001103,202512
KS25120100001474,202512
KS25120100001475,202512
KS25120100001479,202512
KS25120100001481,202512
KS25120100001515,202512
KS25120100001516,202512
KS25120100001523,202512
KS25120100001588,202512
KS25120100002296,202512
KS25120100002347,202512
KS25120100002556,202512
KS25120100002598,202512
KS25120100002599,202512
KS25120100002845,202512
KS25120100003300,202512
KS25120100003301,202512
KS25120100003304,202512
KS25120100003361,202512
KS25120100003603,202512
KS25120100003838,202512
KS25120100005133,202512
KS25120100000452,202512
KS25120100000469,202512
KS25120100000471,202512
KS25120100000474,202512
KS25120100000477,202512
KS25120100000489,202512
KS25120100000737,202512
KS25120100000931,202512
KS25120100001483,202512
KS25120100001514,202512
KS25120100001521,202512
KS25120100002102,202512
KS25120100002135,202512
KS25120100002136,202512
KS25120100002137,202512
KS25120100002337,202512
KS25120100002357,202512
KS25120100002795,202512
KS25120100002813,202512
KS25120100003134,202512
KS25120100003302,202512
KS25120100003303,202512
KS25120100003387,202512
KS25120100003434,202512
KS25120100003435,202512
KS25120100005054,202512
KS25120100005134,202512
KS25120100005135,202512
KS25120100000682,202512
KS25120100001607,202512
KS25120100001779,202512
KS25120100002180,202512
KS25120100002249,202512
KS25120100001368,202512
KS25120100002364,202512
KS25120100002510,202512
KS25120100002712,202512
KS25120100002789,202512
KS25120100002815,202512
KS25120100002837,202512
KS25120100002844,202512
KS25120100002945,202512
KS25120100002947,202512
KS25120100003306,202512
KS25120100003307,202512
KS25120100003544,202512
KS25120100003545,202512
KS25120100003546,202512
KS25120100003547,202512
KS25120100003553,202512
KS25120100003561,202512
KS25120100003562,202512
KS25120100003695,202512
KS25120100003748,202512
KS25120100003749,202512
KS25120100003751,202512
KS25120100003842,202512
KS25120100005092,202512
KS25120100000048,202512
KS25120100000158,202512
KS25120100000261,202512
KS25120100000262,202512
KS25120100000325,202512
KS25120100000363,202512
KS25120100001157,202512
KS25120100001179,202512
KS25120100002138,202512
KS25120100002936,202512
KS25120100003043,202512
KS25120100003336,202512
KS25120100003961,202512
KS25120100005159,202512
KS25120100005161,202512
KS25120100000007,202512
KS25120100000009,202512
KS25120100000010,202512
KS25120100000016,202512
KS25120100000045,202512
KS25120100000046,202512
KS25120100000047,202512
KS25120100000203,202512
KS25120100000322,202512
KS25120100000324,202512
KS25120100000367,202512
KS25120100000822,202512
KS25120100000990,202512
KS25120100001011,202512
KS25120100001037,202512
KS25120100001134,202512
KS25120100001135,202512
KS25120100001136,202512
KS25120100001137,202512
KS25120100001177,202512
KS25120100001250,202512
KS25120100001293,202512
KS25120100001294,202512
KS25120100001295,202512
KS25120100001312,202512
KS25120100001398,202512
KS25120100002001,202512
KS25120100002559,202512
KS25120100002680,202512
KS25120100002935,202512
KS25120100002941,202512
KS25120100003058,202512
KS25120100003463,202512
KS25120100003735,202512
KS25120100003956,202512
KS25120100003957,202512
KS25120100003959,202512
KS25120100003963,202512
KS25120100004023,202512
KS25120100004155,202512
KS25120100004156,202512
KS25120100004157,202512
KS25120100004158,202512
KS25120100004159,202512
KS25120100004160,202512
KS25120100004161,202512
KS25120100004163,202512
KS25120100005160,202512
KS25120100005162,202512
KS25120100005163,202512
KS25120100005164,202512
KS25120100005184,202512
KS25120100000857,202512
KS25120100000889,202512
KS25120100000893,202512
KS25120100001970,202512
KS25120100003202,202512
KS25120100003688,202512
KS25120100004005,202512
KS25120100005145,202512
KS25120100000052,202512
KS25120100000114,202512
KS25120100000854,202512
KS25120100000929,202512
KS25120100001825,202512
KS25120100001972,202512
KS25120100001978,202512
KS25120100002194,202512
KS25120100002195,202512
KS25120100003201,202512
KS25120100003207,202512
KS25120100003209,202512
KS25120200000043,202512
KS25120200000771,202512
KS25120200000826,202512
KS25120200001264,202512
KS25120200001883,202512
KS25120200002458,202512
KS25120200002459,202512
KS25120200002490,202512
KS25120200002497,202512
KS25120200002563,202512
KS25120200003222,202512
KS25120200003390,202512
KS25120200003410,202512
KS25120200003455,202512
KS25120200003938,202512
KS25120200000224,202512
KS25120200000865,202512
KS25120200001053,202512
KS25120200001057,202512
KS25120200001323,202512
KS25120200002451,202512
KS25120200002740,202512
KS25120200002759,202512
KS25120200002760,202512
KS25120200002807,202512
KS25120200002932,202512
KS25120200003155,202512
KS25120200003156,202512
KS25120200003215,202512
KS25120200003217,202512
KS25120200003411,202512
KS25120200003755,202512
KS25120200003757,202512
KS25120200003768,202512
KS25120200000011,202512
KS25120200000021,202512
KS25120200000032,202512
KS25120200000679,202512
KS25120200000879,202512
KS25120200000984,202512
KS25120200001009,202512
KS25120200001415,202512
KS25120200001696,202512
KS25120200001855,202512
KS25120200001885,202512
KS25120200001991,202512
KS25120200002042,202512
KS25120200002051,202512
KS25120200002213,202512
KS25120200002356,202512
KS25120200002433,202512
KS25120200002836,202512
KS25120200003824,202512
KS25120200003834,202512
KS25120200003853,202512
KS25120200000003,202512
KS25120200000012,202512
KS25120200000023,202512
KS25120200000025,202512
KS25120200000026,202512
KS25120200000031,202512
KS25120200000042,202512
KS25120200000044,202512
KS25120200000045,202512
KS25120200000053,202512
KS25120200000059,202512
KS25120200000060,202512
KS25120200000080,202512
KS25120200000283,202512
KS25120200000286,202512
KS25120200000287,202512
KS25120200000398,202512
KS25120200000399,202512
KS25120200000400,202512
KS25120200000429,202512
KS25120200000439,202512
KS25120200000553,202512
KS25120200000572,202512
KS25120200000578,202512
KS25120200000612,202512
KS25120200000680,202512
KS25120200000753,202512
KS25120200000768,202512
KS25120200000770,202512
KS25120200000772,202512
KS25120200000773,202512
KS25120200000774,202512
KS25120200000857,202512
KS25120200000878,202512
KS25120200000880,202512
KS25120200000881,202512
KS25120200000892,202512
KS25120200000963,202512
KS25120200000975,202512
KS25120200000979,202512
KS25120200000981,202512
KS25120200000985,202512
KS25120200000987,202512
KS25120200000992,202512
KS25120200000996,202512
KS25120200001000,202512
KS25120200001005,202512
KS25120200001008,202512
KS25120200001014,202512
KS25120200001026,202512
KS25120200001033,202512
KS25120200001034,202512
KS25120200001055,202512
KS25120200001056,202512
KS25120200001062,202512
KS25120200001067,202512
KS25120200001069,202512
KS25120200001070,202512
KS25120200001072,202512
KS25120200001080,202512
KS25120200001152,202512
KS25120200001266,202512
KS25120200001293,202512
KS25120200001294,202512
KS25120200001312,202512
KS25120200001314,202512
KS25120200001316,202512
KS25120200001327,202512
KS25120200001330,202512
KS25120200001331,202512
KS25120200001416,202512
KS25120200001417,202512
KS25120200001449,202512
KS25120200001454,202512
KS25120200001503,202512
KS25120200001506,202512
KS25120200001532,202512
KS25120200001561,202512
KS25120200001633,202512
KS25120200001641,202512
KS25120200001668,202512
KS25120200001672,202512
KS25120200001787,202512
KS25120200001788,202512
KS25120200001811,202512
KS25120200001812,202512
KS25120200001816,202512
KS25120200001843,202512
KS25120200001869,202512
KS25120200001888,202512
KS25120200001901,202512
KS25120200001902,202512
KS25120200001924,202512
KS25120200001931,202512
KS25120200001932,202512
KS25120200001960,202512
KS25120200001961,202512
KS25120200002018,202512
KS25120200002043,202512
KS25120200002046,202512
KS25120200002049,202512
KS25120200002120,202512
KS25120200002155,202512
KS25120200002172,202512
KS25120200002173,202512
KS25120200002214,202512
KS25120200002255,202512
KS25120200002344,202512
KS25120200002346,202512
KS25120200002362,202512
KS25120200002491,202512
KS25120200002804,202512
KS25120200002837,202512
KS25120200002838,202512
KS25120200002895,202512
KS25120200002897,202512
KS25120200002899,202512
KS25120200002901,202512
KS25120200002906,202512
KS25120200003004,202512
KS25120200003005,202512
KS25120200003027,202512
KS25120200003028,202512
KS25120200003039,202512
KS25120200003136,202512
KS25120200003142,202512
KS25120200003149,202512
KS25120200003152,202512
KS25120200003153,202512
KS25120200003180,202512
KS25120200003194,202512
KS25120200003210,202512
KS25120200003430,202512
KS25120200003469,202512
KS25120200003503,202512
KS25120200003550,202512
KS25120200003748,202512
KS25120200003752,202512
KS25120200003753,202512
KS25120200003754,202512
KS25120200003769,202512
KS25120200003826,202512
KS25120200003831,202512
KS25120200003903,202512
KS25120200003904,202512
KS25120200003914,202512
KS25120200001004,202512
KS25120200001012,202512
KS25120200001632,202512
KS25120200001674,202512
KS25120200002312,202512
KS25120200002342,202512
KS25120200002343,202512
KS25120200002345,202512
KS25120200002359,202512
KS25120200002375,202512
KS25120200002469,202512
KS25120200002672,202512
KS25120200003263,202512
KS25120200003326,202512
KS25120200003347,202512
KS25120200003454,202512
KS25120200000008,202512
KS25120200000009,202512
KS25120200001001,202512
KS25120200001007,202512
KS25120200001010,202512
KS25120200001011,202512
KS25120200001562,202512
KS25120200002137,202512
KS25120200002313,202512
KS25120200002314,202512
KS25120200002315,202512
KS25120200002316,202512
KS25120200002361,202512
KS25120200002376,202512
KS25120200002377,202512
KS25120200002378,202512
KS25120200002473,202512
KS25120200002560,202512
KS25120200002778,202512
KS25120200002783,202512
KS25120200003093,202512
KS25120200003307,202512
KS25120200003320,202512
KS25120200003323,202512
KS25120200003329,202512
KS25120200003363,202512
KS25120200003505,202512
KS25120200003506,202512
KS25120200003507,202512
KS25120200003508,202512
KS25120200003509,202512
KS25120200003560,202512
KS25120200003644,202512
KS25120200003653,202512
KS25120200003928,202512
KS25120200003940,202512
KS25120200000622,202512
KS25120200001298,202512
KS25120200001301,202512
KS25120200001813,202512
KS25120200002399,202512
KS25120200002418,202512
KS25120200002446,202512
KS25120200002463,202512
KS25120200002464,202512
KS25120200003414,202512
KS25120200003465,202512
KS25120200003781,202512
KS25120200000222,202512
KS25120200000258,202512
KS25120200000644,202512
KS25120200000704,202512
KS25120200000733,202512
KS25120200000734,202512
KS25120200001280,202512
KS25120200001295,202512
KS25120200001299,202512
KS25120200001669,202512
KS25120200001671,202512
KS25120200001757,202512
KS25120200002277,202512
KS25120200002389,202512
KS25120200002401,202512
KS25120200002407,202512
KS25120200002416,202512
KS25120200002449,202512
KS25120200002456,202512
KS25120200003206,202512
KS25120200003207,202512
KS25120200003218,202512
KS25120200003364,202512
KS25120200003412,202512
KS25120200003413,202512
KS25120200003418,202512
KS25120200003428,202512
KS25120200003429,202512
KS25120200002721,202512
KS25120200002723,202512
KS25120200002756,202512
KS25120200002821,202512
KS25120200002822,202512
KS25120200003466,202512
KS25120200003721,202512
KS25120200003723,202512
KS25120200000004,202512
KS25120200000978,202512
KS25120200002724,202512
KS25120200002725,202512
KS25120200002819,202512
KS25120200003722,202512
KS25120200003731,202512
KS25120200003821,202512
KS25120200003822,202512
KS25120200003825,202512
KS25120200003827,202512
KS25120200003828,202512
KS25120200000015,202512
KS25120200000035,202512
KS25120200000037,202512
KS25120200000552,202512
KS25120200000705,202512
KS25120200000720,202512
KS25120200000727,202512
KS25120200000862,202512
KS25120200000962,202512
KS25120200001059,202512
KS25120200002110,202512
KS25120200002509,202512
KS25120200002855,202512
KS25120200003091,202512
KS25120200003494,202512
KS25120200003875,202512
KS25120200003876,202512
KS25120200000036,202512
KS25120200000038,202512
KS25120200000040,202512
KS25120200000063,202512
KS25120200000611,202512
KS25120200000700,202512
KS25120200000702,202512
KS25120200000731,202512
KS25120200000754,202512
KS25120200000764,202512
KS25120200000866,202512
KS25120200000869,202512
KS25120200000870,202512
KS25120200000875,202512
KS25120200000876,202512
KS25120200000889,202512
KS25120200000982,202512
KS25120200001028,202512
KS25120200001041,202512
KS25120200001042,202512
KS25120200001043,202512
KS25120200001044,202512
KS25120200001045,202512
KS25120200001046,202512
KS25120200001047,202512
KS25120200001048,202512
KS25120200001051,202512
KS25120200001643,202512
KS25120200001726,202512
KS25120200001739,202512
KS25120200001809,202512
KS25120200001840,202512
KS25120200001876,202512
KS25120200001879,202512
KS25120200001884,202512
KS25120200001896,202512
KS25120200001900,202512
KS25120200001967,202512
KS25120200002400,202512
KS25120200002435,202512
KS25120200002818,202512
KS25120200003365,202512
KS25120200003415,202512
KS25120200003417,202512
KS25120200003447,202512
KS25120200003448,202512
KS25120200003780,202512
KS25120200003819,202512
KS25120200000999,202512
KS25120200002209,202512
KS25120200002210,202512
KS25120200002211,202512
KS25120200002508,202512
KS25120200002558,202512
KS25120200002559,202512
KS25120200002580,202512
KS25120200002581,202512
KS25120200002769,202512
KS25120200002776,202512
KS25120200002779,202512
KS25120200002806,202512
KS25120200002934,202512
KS25120200003162,202512
KS25120200003168,202512
KS25120200003205,202512
KS25120200003525,202512
KS25120200003545,202512
KS25120200003717,202512
KS25120200003726,202512
KS25120200003894,202512
KS25120200002083,202512
KS25120200002098,202512
KS25120200002186,202512
KS25120200002187,202512
KS25120200002222,202512
KS25120200002576,202512
KS25120200002577,202512
KS25120200002675,202512
KS25120200002761,202512
KS25120200002773,202512
KS25120200002774,202512
KS25120200002781,202512
KS25120200002805,202512
KS25120200002820,202512
KS25120200002823,202512
KS25120200002825,202512
KS25120200002856,202512
KS25120200002894,202512
KS25120200002896,202512
KS25120200003164,202512
KS25120200003547,202512
KS25120200003668,202512
KS25120200003670,202512
KS25120200003719,202512
KS25120200003727,202512
KS25120200003728,202512
KS25120200003729,202512
KS25120200003730,202512
KS25120200003766,202512
KS25120200003783,202512
KS25120200003785,202512
KS25120200003806,202512
KS25120200003829,202512
KS25120200003878,202512
KS25120200003892,202512
KS25120200003893,202512
KS25120200003895,202512
KS25120200003901,202512
KS25120200003907,202512
KS25120200000033,202512
KS25120200000034,202512
KS25120200000039,202512
KS25120200001038,202512
KS25120200001039,202512
KS25120200002080,202512
KS25120200002081,202512
KS25120200002780,202512
KS25120200002858,202512
KS25120200002859,202512
KS25120200003778,202512
KS25120200001036,202512
KS25120200001037,202512
KS25120200001040,202512
KS25120200001049,202512
KS25120200002077,202512
KS25120200002489,202512
KS25120200003474,202512
KS25120200003779,202512
KS25120200000633,202512
KS25120200001670,202512
KS25120200002014,202512
KS25120200002045,202512
KS25120200002076,202512
KS25120200002900,202512
KS25120200003019,202512
KS25120200003030,202512
KS25120200003083,202512
KS25120200003198,202512
KS25120200000635,202512
KS25120200000636,202512
KS25120200001396,202512
KS25120200001842,202512
KS25120200001889,202512
KS25120200002015,202512
KS25120200002022,202512
KS25120200002023,202512
KS25120200002024,202512
KS25120200002025,202512
KS25120200002026,202512
KS25120200002027,202512
KS25120200002028,202512
KS25120200002029,202512
KS25120200002030,202512
KS25120200002031,202512
KS25120200002032,202512
KS25120200002033,202512
KS25120200002036,202512
KS25120200002037,202512
KS25120200002073,202512
KS25120200002074,202512
KS25120200002075,202512
KS25120200002215,202512
KS25120200002216,202512
KS25120200002526,202512
KS25120200002527,202512
KS25120200003023,202512
KS25120200003024,202512
KS25120200003043,202512
KS25120200003045,202512
KS25120200003047,202512
KS25120200003065,202512
KS25120200003197,202512
KS25120200003749,202512
KS25120200000347,202512
KS25120200000684,202512
KS25120200001064,202512
KS25120200001065,202512
KS25120200001498,202512
KS25120200001634,202512
KS25120200001699,202512
KS25120200003063,202512
KS25120200000401,202512
KS25120200000566,202512
KS25120200000615,202512
KS25120200000624,202512
KS25120200000625,202512
KS25120200000683,202512
KS25120200000703,202512
KS25120200001418,202512
KS25120200001446,202512
KS25120200001499,202512
KS25120200001535,202512
KS25120200001546,202512
KS25120200001563,202512
KS25120200001576,202512
KS25120200001594,202512
KS25120200001617,202512
KS25120200001697,202512
KS25120200001870,202512
KS25120200003026,202512
KS25120200003046,202512
KS25120200003216,202512
KS25120200003557,202512
KS25120200000623,202512
KS25120200000729,202512
KS25120200000829,202512
KS25120200000867,202512
KS25120200001756,202512
KS25120200001782,202512
KS25120200002676,202512
KS25120200002678,202512
KS25120200003082,202512
KS25120200003922,202512
KS25120200000616,202512
KS25120200000730,202512
KS25120200000751,202512
KS25120200001642,202512
KS25120200001755,202512
KS25120200001786,202512
KS25120200001790,202512
KS25120200002118,202512
KS25120200002453,202512
KS25120200002669,202512
KS25120200002670,202512
KS25120200002673,202512
KS25120200002674,202512
KS25120200003049,202512
KS25120200003064,202512
KS25120200003185,202512
KS25120200003409,202512
KS25120200003456,202512
KS25120200003475,202512
KS25120200003546,202512
KS25120200003548,202512
KS25120200003559,202512
KS25120200003612,202512
KS25120200003771,202512
KS25120200003921,202512
KS25120200003932,202512
KS25120200000719,202512
KS25120200002366,202512
KS25120200000403,202512
KS25120200000802,202512
KS25120200000922,202512
KS25120200001420,202512
KS25120200001533,202512
KS25120200001838,202512
KS25120200001839,202512
KS25120200001973,202512
KS25120200002068,202512
KS25120200002280,202512
KS25120200002645,202512
KS25120200002646,202512
KS25120200002649,202512
KS25120200002746,202512
KS25120200002755,202512
KS25120200002930,202512
KS25120200002933,202512
KS25120200003238,202512
KS25120200003251,202512
KS25120200003830,202512
KS25120200000055,202512
KS25120200000056,202512
KS25120200000432,202512
KS25120200000433,202512
KS25120200000437,202512
KS25120200000458,202512
KS25120200000461,202512
KS25120200000463,202512
KS25120200000502,202512
KS25120200000522,202512
KS25120200000914,202512
KS25120200001345,202512
KS25120200001547,202512
KS25120200001548,202512
KS25120200001573,202512
KS25120200001680,202512
KS25120200001783,202512
KS25120200001789,202512
KS25120200001791,202512
KS25120200001929,202512
KS25120200001930,202512
KS25120200002191,202512
