complaint_code,smonth
KS25101300001821,202510
KS25101300000910,202510
KS25101300000022,202510
KS25101300000048,202510
KS25101300000161,202510
KS25101300000611,202510
KS25101300001049,202510
KS25101300001050,202510
KS25101300001051,202510
KS25101300001545,202510
KS25101300000045,202510
KS25101300000049,202510
KS25101300001530,202510
KS25101300000874,202510
KS25101300001719,202510
KS25101400002203,202510
KS25101400000034,202510
KS25101400000035,202510
KS25101400000036,202510
KS25101400000711,202510
KS25101400001863,202510
KS25101400000029,202510
KS25101400000030,202510
KS25101400000031,202510
KS25101400000032,202510
KS25101400000033,202510
KS25101400000037,202510
KS25101400000590,202510
KS25101400000775,202510
KS25101400001032,202510
KS25101400001038,202510
KS25101400001129,202510
KS25101400001130,202510
KS25101400001135,202510
KS25101400001313,202510
KS25101400001460,202510
KS25101400001748,202510
KS25101400001749,202510
KS25101400001750,202510
KS25101400001751,202510
KS25101400001753,202510
KS25101400001876,202510
KS25101400001892,202510
KS25101400002345,202510
KS25101400003261,202510
KS25101400003281,202510
KS25101400003293,202510
KS25101400000978,202510
KS25101400002091,202510
KS25101400002092,202510
KS25101400000996,202510
KS25101400000998,202510
KS25101400001911,202510
KS25101400001925,202510
KS25101400001928,202510
KS25101400002001,202510
KS25101400002075,202510
KS25101400002076,202510
KS25101400003205,202510
KS25101400000090,202510
KS25101400000257,202510
KS25101400000259,202510
KS25101400001896,202510
KS25101400001901,202510
KS25101400002062,202510
KS25101400000081,202510
KS25101400000891,202510
KS25101400001441,202510
KS25101400001457,202510
KS25101400001849,202510
KS25101400001851,202510
KS25101400002287,202510
KS25101400002485,202510
KS25101400003061,202510
KS25101400003063,202510
KS25101400001007,202510
KS25101400000823,202510
KS25101400001027,202510
KS25101400001660,202510
KS25101400000051,202510
KS25101400001031,202510
KS25101400003662,202510
KS25101400000820,202510
KS25101400001836,202510
KS25101400000502,202510
KS25101400000913,202510
KS25101400001623,202510
KS25101400001850,202510
KS25101400000867,202510
KS25101400001938,202510
KS25101400002003,202510
KS25101400001388,202510
KS25101400001405,202510
KS25101400001504,202510
KS25101400001462,202510
KS25101400001763,202510
KS25101500000060,202510
KS25101500000389,202510
KS25101500000068,202510
KS25101500000069,202510
KS25101500000112,202510
KS25101500000182,202510
KS25101500000578,202510
KS25101500000596,202510
KS25101500001035,202510
KS25101500001044,202510
KS25101500001079,202510
KS25101500001093,202510
KS25101500001101,202510
KS25101500001155,202510
KS25101500001156,202510
KS25101500001157,202510
KS25101500001158,202510
KS25101500001324,202510
KS25101500000109,202510
KS25101500001572,202510
KS25101500000305,202510
KS25101500001271,202510
KS25101500001045,202510
KS25101500001471,202510
KS25101500000054,202510
KS25101500000464,202510
KS25101500000465,202510
KS25101500001034,202510
